ensembl_gene_id;gene_symbol
ENSRNOG00000011231;Cntnap4
ENSRNOG00000056767;AC136588.3
ENSRNOG00000020300;Lsp1
ENSRNOG00000019744;AABR07032097.1
ENSRNOG00000012611;Lpxn
ENSRNOG00000021536;Plxdc1
ENSRNOG00000055567;Fmnl2
ENSRNOG00000016454;Nasp
ENSRNOG00000010417;Nol4l
ENSRNOG00000015416;Nabp1
ENSRNOG00000005558;LOC100125367
ENSRNOG00000005366;AABR07053472.1
ENSRNOG00000015718;RGD1307461
ENSRNOG00000020322;Asb1
ENSRNOG00000007350;Rac2
ENSRNOG00000006729;Slc24a4
ENSRNOG00000056485;Ppp2ca
ENSRNOG00000011977;Sema5a
ENSRNOG00000012473;Cflar
ENSRNOG00000027193;AABR07051376.1
ENSRNOG00000024364;Enkd1
ENSRNOG00000026748;Dennd2a
ENSRNOG00000011440;Ccdc39
ENSRNOG00000013248;Wwc2
ENSRNOG00000001243;Zcchc8
ENSRNOG00000020304;Pdcd11
ENSRNOG00000005678;Lamb1
ENSRNOG00000030679;AABR07004397.1
ENSRNOG00000042502;Smim17
ENSRNOG00000046252;Tbl2
ENSRNOG00000004574;Ofd1
ENSRNOG00000010161;Myo10
ENSRNOG00000019986;Pot1
ENSRNOG00000013841;Dcaf1
ENSRNOG00000002871;Rbm25l1
ENSRNOG00000013768;Defb1
ENSRNOG00000014642;Morn1
ENSRNOG00000060206;Zfp592
ENSRNOG00000045668;Ifnar2
ENSRNOG00000028844;Slc9a5
ENSRNOG00000018943;Tnnc1
ENSRNOG00000018400;Golm1
ENSRNOG00000022312;Lrsam1
ENSRNOG00000019689;Vwf
ENSRNOG00000055010;Axin2
ENSRNOG00000046479;Chaf1a
ENSRNOG00000020792;Etv4
ENSRNOG00000018729;Rad9a
ENSRNOG00000033843;AABR07007121.1
ENSRNOG00000052499;Rab27a
ENSRNOG00000042905;RT1-T24-4
ENSRNOG00000060107;Dnajb14
ENSRNOG00000024376;Zfp111
ENSRNOG00000013620;Cdk13
ENSRNOG00000056714;Sla
ENSRNOG00000008180;Lyn
ENSRNOG00000047250;Gmfb
ENSRNOG00000011901;Rrad
ENSRNOG00000033736;Diras3
ENSRNOG00000022957;Ctxn3
ENSRNOG00000005634;AABR07047872.1
ENSRNOG00000024264;Amz1
ENSRNOG00000008165;Tpx2
ENSRNOG00000060867;Rln1
ENSRNOG00000009832;Slc39a14
ENSRNOG00000030880;Hs6st2
ENSRNOG00000017899;Akr7a3
ENSRNOG00000045838;Hps1
ENSRNOG00000002420;Zc3h7a
ENSRNOG00000009936;Dido1
ENSRNOG00000018790;Kcnh4
ENSRNOG00000010532;Fam206a
ENSRNOG00000003276;Myo1d
ENSRNOG00000033206;Entpd5
ENSRNOG00000032517;Cntn6
ENSRNOG00000001184;Pknox1
ENSRNOG00000012369;Fam174b
ENSRNOG00000043426;Kyat3
ENSRNOG00000037522;AABR07016640.1
ENSRNOG00000022572;LOC102548286
ENSRNOG00000016021;Lims2
ENSRNOG00000023746;Tmem39b
ENSRNOG00000024468;Traf3ip1
ENSRNOG00000015813;Ubr2
ENSRNOG00000027341;Tenm2
ENSRNOG00000042289;Plcxd2
ENSRNOG00000004078;Eno3
ENSRNOG00000011254;Fam76a
ENSRNOG00000010109;Nol9
ENSRNOG00000005715;Lgr4
ENSRNOG00000018770;Pmaip1
ENSRNOG00000005214;Plek
ENSRNOG00000013260;Calr3
ENSRNOG00000012868;Uaca
ENSRNOG00000017258;Ica1l
ENSRNOG00000003650;Nt5c
ENSRNOG00000007327;Pars2
ENSRNOG00000040045;Crnkl1
ENSRNOG00000021130;Abcc8
ENSRNOG00000016576;Carmil1
ENSRNOG00000061320;LOC103692829
ENSRNOG00000018532;Pcgf5
ENSRNOG00000005814;Katnbl1
ENSRNOG00000004499;Gpr135
ENSRNOG00000045760;Ebna1bp2
ENSRNOG00000047309;AABR07062290.1
ENSRNOG00000032391;Esyt2
ENSRNOG00000017489;Gse1
ENSRNOG00000025151;Ildr2
ENSRNOG00000005902;Ccdc34
ENSRNOG00000008048;Plscr1
ENSRNOG00000016846;Pik3cd
ENSRNOG00000051102;AABR07004269.3
ENSRNOG00000037432;Exo5
ENSRNOG00000009673;Dhrs13
ENSRNOG00000007224;Bmt2
ENSRNOG00000045941;Susd6
ENSRNOG00000009726;Grip2
ENSRNOG00000005970;Lrrc1
ENSRNOG00000020084;Pcdhb5
ENSRNOG00000004614;Lypd6b
ENSRNOG00000053859;Ranbp6
ENSRNOG00000037815;Acad10
ENSRNOG00000046745;LOC691918
ENSRNOG00000061450;Homer2
ENSRNOG00000053529;AABR07025757.1
ENSRNOG00000037331;Cd33
ENSRNOG00000023152;Tmem201
ENSRNOG00000004072;Myo1c
ENSRNOG00000052022;Pnma3
ENSRNOG00000013422;Med23
ENSRNOG00000052814;Ankrd27
ENSRNOG00000018561;Pprc1
ENSRNOG00000011526;Pcsk6
ENSRNOG00000001031;Ocm2
ENSRNOG00000029308;Lrmp
ENSRNOG00000020546;Lipe
ENSRNOG00000008039;Cul5
ENSRNOG00000003778;Opn3
ENSRNOG00000006541;Nup107
ENSRNOG00000004118;Frmpd4
ENSRNOG00000010941;Tifa
ENSRNOG00000050855;LOC100911994
ENSRNOG00000061910;Igfbp3
ENSRNOG00000012137;Ccdc84
ENSRNOG00000005769;Smg8
ENSRNOG00000005335;Galnt13
ENSRNOG00000019559;Eaf1
ENSRNOG00000015977;Zfp609
ENSRNOG00000018461;Pdgfrb
ENSRNOG00000029205;Zfp354c
ENSRNOG00000048371;AABR07059232.1
ENSRNOG00000021802;Isg15
ENSRNOG00000016047;Macf1
ENSRNOG00000002207;Guf1
ENSRNOG00000010821;Ankrd54
ENSRNOG00000043085;Clstn2
ENSRNOG00000028219;Tmem209
ENSRNOG00000001891;Gnb1l
ENSRNOG00000043267;Mrm2
ENSRNOG00000060379;Foxred1
ENSRNOG00000006885;Dbx2
ENSRNOG00000008626;Manea
ENSRNOG00000061607;Lmbr1l
ENSRNOG00000016292;Pdzd9
ENSRNOG00000011521;Filip1
ENSRNOG00000001094;Zfp316
ENSRNOG00000048121;AABR07029002.2
ENSRNOG00000009690;Rnf219
ENSRNOG00000018301;AABR07039356.1
ENSRNOG00000016254;Sema4c
ENSRNOG00000024145;Trim65
ENSRNOG00000010533;Arfip1
ENSRNOG00000016512;Sema3b
ENSRNOG00000014061;Dusp5
ENSRNOG00000014294;Ptpn6
ENSRNOG00000030416;Zfp870
ENSRNOG00000031739;Fam71e1
ENSRNOG00000049783;Rcor1
ENSRNOG00000021244;Hspa12b
ENSRNOG00000033065;Rad50
ENSRNOG00000023269;AABR07021759.1
ENSRNOG00000062143;LOC100911830
ENSRNOG00000009499;Hinfp
ENSRNOG00000049758;Tbc1d16
ENSRNOG00000001072;Cers4
ENSRNOG00000061438;LOC100360491
ENSRNOG00000030572;Smc5
ENSRNOG00000058515;AABR07054460.4
ENSRNOG00000011133;Trpc4
ENSRNOG00000060479;Sp3
ENSRNOG00000000137;Ly86
ENSRNOG00000000648;Jmjd1c
ENSRNOG00000009540;Gpr3
ENSRNOG00000015986;Rassf8
ENSRNOG00000015139;F12
ENSRNOG00000017725;Pnlip
ENSRNOG00000000155;Cog3
ENSRNOG00000012196;Asah2
ENSRNOG00000050780;Fpgs
ENSRNOG00000048838;Gjc1
ENSRNOG00000061262;Huwe1
ENSRNOG00000046621;AABR07043748.1
ENSRNOG00000061622;RF00424
ENSRNOG00000004806;Strn
ENSRNOG00000056753;Hectd2
ENSRNOG00000017093;Pxdc1
ENSRNOG00000026085;Rabl3
ENSRNOG00000004964;Erbb3
ENSRNOG00000033351;Zfp869
ENSRNOG00000009274;Fut11
ENSRNOG00000040166;Ankrd34b
ENSRNOG00000005998;Smoc1
ENSRNOG00000043212;Dip2a
ENSRNOG00000025702;Kdm2b
ENSRNOG00000029862;Spc24
ENSRNOG00000009531;Col9a3
ENSRNOG00000050347;Ptges3l
ENSRNOG00000025745;Gpr17
ENSRNOG00000018988;Ing5
ENSRNOG00000018683;Dock1
ENSRNOG00000005278;Trhde
ENSRNOG00000026564;Ptpdc1
ENSRNOG00000007804;C1galt1
ENSRNOG00000001767;RGD1562339
ENSRNOG00000023053;Ice1
ENSRNOG00000008680;Loxl1
ENSRNOG00000006136;Pdpk1
ENSRNOG00000009288;Fgf14
ENSRNOG00000050675;Myl4
ENSRNOG00000028380;Ccdc66
ENSRNOG00000025060;Nanos1
ENSRNOG00000049203;LOC103690024
ENSRNOG00000009137;Ubxn2b
ENSRNOG00000012460;Cntf
ENSRNOG00000003278;Map3k14
ENSRNOG00000015340;Dnajc25
ENSRNOG00000013413;Rorb
ENSRNOG00000018012;Tulp4
ENSRNOG00000009473;Osbpl7
ENSRNOG00000031439;AC117869.1
ENSRNOG00000031406;Hps3
ENSRNOG00000008924;Arhgef12
ENSRNOG00000005330;Crebbp
ENSRNOG00000029068;Wdr44
ENSRNOG00000026647;Cxcl16
ENSRNOG00000007644;Mbtps2
ENSRNOG00000013463;Kcnj8
ENSRNOG00000005767;Tulp3
ENSRNOG00000014209;Utp6
ENSRNOG00000008291;Thumpd2
ENSRNOG00000014234;Hif1an
ENSRNOG00000010875;Fam241a
ENSRNOG00000007441;Klhl32
ENSRNOG00000032442;AABR07030911.1
ENSRNOG00000003546;Tnfrsf12a
ENSRNOG00000049580;Gpr6
ENSRNOG00000006063;Phf21a
ENSRNOG00000019147;Stom
ENSRNOG00000016697;Lrrc56
ENSRNOG00000015888;Larp4b
ENSRNOG00000026937;Arsk
ENSRNOG00000015928;Dhx35
ENSRNOG00000006049;Rfx1
ENSRNOG00000002146;Pkd2
ENSRNOG00000049137;Zfp35
ENSRNOG00000012531;Ephb2
ENSRNOG00000004091;Cwc25
ENSRNOG00000001378;Iqcd
ENSRNOG00000001249;Col6a1
ENSRNOG00000029078;Hmgn5b
ENSRNOG00000038999;RT1-A1
ENSRNOG00000014117;Hmox1
ENSRNOG00000019675;Pycard
ENSRNOG00000052247;Manba
ENSRNOG00000001711;Hrasls
ENSRNOG00000014278;Zfp710
ENSRNOG00000046791;Sh3rf3
ENSRNOG00000005141;Hus1
ENSRNOG00000016203;Efna2
ENSRNOG00000014790;Cryga
ENSRNOG00000037230;Ppidl1
ENSRNOG00000030319;Morn2
ENSRNOG00000005964;Nr4a3
ENSRNOG00000054605;Unkl
ENSRNOG00000014066;Jade1
ENSRNOG00000056849;Kantr
ENSRNOG00000058289;AABR07027575.1
ENSRNOG00000047928;AABR07048653.1
ENSRNOG00000024737;Tnrc6a
ENSRNOG00000042246;Tmem215
ENSRNOG00000013975;Acat2l1
ENSRNOG00000004410;Pax6
ENSRNOG00000022807;Pced1b
ENSRNOG00000011962;Gin1
ENSRNOG00000027357;Sox17
ENSRNOG00000032364;Tbcel
ENSRNOG00000004048;Lrrk2
ENSRNOG00000013282;Mctp1
ENSRNOG00000025811;Cfp
ENSRNOG00000019544;Zbtb2
ENSRNOG00000014660;Usp53
ENSRNOG00000009803;LOC100362176
ENSRNOG00000011280;Mllt3
ENSRNOG00000025141;Kiz
ENSRNOG00000009687;Ccdc120
ENSRNOG00000032374;Paqr9
ENSRNOG00000054809;AABR07026032.1
ENSRNOG00000032414;Tmem161b
ENSRNOG00000048193;Hnrnph3
ENSRNOG00000046763;Adssl1
ENSRNOG00000060340;Psme4
ENSRNOG00000001350;Naa25
ENSRNOG00000008956;Cdkn2c
ENSRNOG00000043286;Cpne2
ENSRNOG00000002176;Nectin3
ENSRNOG00000027901;Mrm1
ENSRNOG00000007099;S100pbp
ENSRNOG00000057754;Tcf12
ENSRNOG00000010624;Ap3b1
ENSRNOG00000007238;LOC297756
ENSRNOG00000010402;Hspb2
ENSRNOG00000042771;Apol3
ENSRNOG00000050188;AABR07030603.1
ENSRNOG00000018623;Rev1
ENSRNOG00000009302;Zfp623
ENSRNOG00000060694;Adam17
ENSRNOG00000048580;Trip6
ENSRNOG00000008332;Smo
ENSRNOG00000030447;AC105662.1
ENSRNOG00000017997;Nek4
ENSRNOG00000001260;Nudt1
ENSRNOG00000005081;Fbxl20
ENSRNOG00000042478;Adam22
ENSRNOG00000021931;Uba6
ENSRNOG00000012956;Tgm2
ENSRNOG00000007792;Gcc1
ENSRNOG00000018412;Sfi1
ENSRNOG00000024250;Wwc3
ENSRNOG00000011402;Isg20l2
ENSRNOG00000002423;AABR07029651.1
ENSRNOG00000016342;Atg10
ENSRNOG00000046327;Rbpj
ENSRNOG00000027992;Dscam
ENSRNOG00000011431;Mfhas1
ENSRNOG00000029173;AABR07053716.1
ENSRNOG00000008138;Jhy
ENSRNOG00000009967;Otof
ENSRNOG00000026861;AABR07002071.1
ENSRNOG00000050819;Birc5
ENSRNOG00000028085;Tmem255a
ENSRNOG00000018336;Eps8l2
ENSRNOG00000011358;Hipk3
ENSRNOG00000029871;Slc8a3
ENSRNOG00000019752;Slc29a1
ENSRNOG00000005930;Nnmt
ENSRNOG00000008785;Klf5
ENSRNOG00000043400;LOC100910678
ENSRNOG00000025160;Tmem56
ENSRNOG00000053811;Arg2
ENSRNOG00000002026;Dnajc28
ENSRNOG00000025639;Slc39a12
ENSRNOG00000018996;Phf7
ENSRNOG00000032625;AC118165.1
ENSRNOG00000016103;Nkd2
ENSRNOG00000008405;Taco1
ENSRNOG00000040110;Foxn2
ENSRNOG00000009372;Tacr3
ENSRNOG00000001352;Hectd4
ENSRNOG00000011278;Stk3
ENSRNOG00000003578;Fem1c
ENSRNOG00000036681;Myadml2
ENSRNOG00000020857;Ppfia1
ENSRNOG00000003936;Pwwp2a
ENSRNOG00000006980;Vcpip1
ENSRNOG00000006958;AC126572.1
ENSRNOG00000001575;Grik1
ENSRNOG00000027271;RGD1359290
ENSRNOG00000020769;Crebrf
ENSRNOG00000007158;Qtrt1
ENSRNOG00000054641;AC142458.1
ENSRNOG00000013865;Zmym6
ENSRNOG00000010802;Ube3d
ENSRNOG00000016631;Zfp276
ENSRNOG00000022576;Nudt12
ENSRNOG00000033837;Cdh9
ENSRNOG00000006711;Zfp212
ENSRNOG00000025651;Ikzf5
ENSRNOG00000008011;AABR07049626.1
ENSRNOG00000048164;Acad8
ENSRNOG00000011201;Cmtm8
ENSRNOG00000011130;Calca
ENSRNOG00000013281;Mib1
ENSRNOG00000004127;AABR07021840.1
ENSRNOG00000008625;Rimkla
ENSRNOG00000008618;Tex10
ENSRNOG00000020062;LOC108348233
ENSRNOG00000005417;Zhx2
ENSRNOG00000026981;Zfp282
ENSRNOG00000020297;Gon4l
ENSRNOG00000050509;Ebi3
ENSRNOG00000037356;Dph6
ENSRNOG00000036834;Gpr84
ENSRNOG00000025634;Zfhx2
ENSRNOG00000009208;Pibf1
ENSRNOG00000020751;Rdm1
ENSRNOG00000016225;Fgd3
ENSRNOG00000028113;Whamm
ENSRNOG00000048470;Pomp
ENSRNOG00000014366;Shc3
ENSRNOG00000031641;LOC108351058
ENSRNOG00000018413;Per3
ENSRNOG00000023109;Icoslg
ENSRNOG00000008237;Unc13b
ENSRNOG00000002710;Cnst
ENSRNOG00000024905;Drc1
ENSRNOG00000056151;AABR07007642.1
ENSRNOG00000014999;Tnpo1
ENSRNOG00000031459;Zfp128
ENSRNOG00000004971;Txlng
ENSRNOG00000013773;Secisbp2
ENSRNOG00000017409;Wnt6
ENSRNOG00000027921;Rlf
ENSRNOG00000014031;Esco1
ENSRNOG00000010744;Nrp1
ENSRNOG00000011784;Mocs1
ENSRNOG00000000858;Sapcd1
ENSRNOG00000003070;Pigl
ENSRNOG00000058388;Zfp36
ENSRNOG00000059702;Tex9
ENSRNOG00000050181;LOC100911881
ENSRNOG00000011238;Tiparp
ENSRNOG00000016217;Gtpbp4
ENSRNOG00000018782;Gmnn
ENSRNOG00000050877;Cetn3
ENSRNOG00000032561;Slc52a2
ENSRNOG00000039284;Haus4
ENSRNOG00000033058;AABR07064810.1
ENSRNOG00000051905;Wnt2
ENSRNOG00000012728;Nkx2-2
ENSRNOG00000017869;Irf8
ENSRNOG00000008712;Tmem268
ENSRNOG00000008190;Pnpla7
ENSRNOG00000013411;Nup155
ENSRNOG00000010980;Proser1
ENSRNOG00000003720;Prrx1
ENSRNOG00000053932;Ddx6
ENSRNOG00000062231;AABR07037451.2
ENSRNOG00000017693;Slc2a5
ENSRNOG00000008728;Unc79
ENSRNOG00000028390;Hhipl1
ENSRNOG00000056106;Dip2b
ENSRNOG00000010536;Nr2c2
ENSRNOG00000005009;Zfp3
ENSRNOG00000004022;Klhdc9
ENSRNOG00000009389;Ripk2
ENSRNOG00000019883;Pak4
ENSRNOG00000013634;Myd88
ENSRNOG00000052173;AABR07008439.1
ENSRNOG00000001623;Zbtb21
ENSRNOG00000027923;Mynn
ENSRNOG00000006999;Wdr78
ENSRNOG00000017188;Cyp27a1
ENSRNOG00000045604;AC139391.1
ENSRNOG00000016707;Casp2
ENSRNOG00000028638;Il10rb
ENSRNOG00000055934;Dmkn
ENSRNOG00000059453;Fuk
ENSRNOG00000001833;Mcm4
ENSRNOG00000024071;Mtcp1
ENSRNOG00000046741;Itsn2
ENSRNOG00000049034;Ptrh1
ENSRNOG00000000075;Mtf2
ENSRNOG00000033564;Cfd
ENSRNOG00000000605;Hs3st5
ENSRNOG00000007377;Slit3
ENSRNOG00000060175;Tsen2
ENSRNOG00000010227;Gpatch2l
ENSRNOG00000014524;S1pr3
ENSRNOG00000016965;Anapc1
ENSRNOG00000003629;Nvl
ENSRNOG00000031706;RGD1563601
ENSRNOG00000055525;Kmt2b
ENSRNOG00000053366;AABR07002784.1
ENSRNOG00000051837;Nwd2
ENSRNOG00000037613;Kdm6b
ENSRNOG00000002217;LOC100910270
ENSRNOG00000027857;Pigw
ENSRNOG00000015822;Klf13
ENSRNOG00000004185;Mon2
ENSRNOG00000010645;Lgals3
ENSRNOG00000025239;Nudt15
ENSRNOG00000012729;Mfsd8
ENSRNOG00000004786;Cyp4f1
ENSRNOG00000056297;Fmnl3
ENSRNOG00000007924;Mios
ENSRNOG00000002180;Tbc1d1
ENSRNOG00000012718;Zfp451
ENSRNOG00000024372;Cwf19l2
ENSRNOG00000054890;Flna
ENSRNOG00000015896;Rbpms2
ENSRNOG00000000145;Pik3r3
ENSRNOG00000003538;Adamts4
ENSRNOG00000038610;AABR07034445.1
ENSRNOG00000018689;RGD1305464
ENSRNOG00000019141;Ch25h
ENSRNOG00000016462;LOC102547287
ENSRNOG00000061928;Myo1e
ENSRNOG00000001750;Chrd
ENSRNOG00000004033;Sema6a
ENSRNOG00000017704;Sema3f
ENSRNOG00000018520;Nsun6
ENSRNOG00000010396;Eya3
ENSRNOG00000033973;Ccdc177
ENSRNOG00000002203;Lin54
ENSRNOG00000012716;Chd2
ENSRNOG00000022485;Chuk
ENSRNOG00000005206;Kcnq3
ENSRNOG00000007568;Spata6
ENSRNOG00000002122;Lrrc8c
ENSRNOG00000012505;Ppwd1
ENSRNOG00000010593;Ctnnal1
ENSRNOG00000012499;Rarg
ENSRNOG00000027249;Fancl
ENSRNOG00000025523;Armh3
ENSRNOG00000046600;AABR07015066.1
ENSRNOG00000039469;Pcdhb19
ENSRNOG00000016224;Meak7
ENSRNOG00000016413;Pstpip1
ENSRNOG00000001123;RGD1562310
ENSRNOG00000017728;Edrf1
ENSRNOG00000033803;LOC100360781
ENSRNOG00000002468;Tnr
ENSRNOG00000018606;Olr59
ENSRNOG00000012802;Tenm3
ENSRNOG00000060010;Ss18l1
ENSRNOG00000054294;Rprd2
ENSRNOG00000014975;Zfp483
ENSRNOG00000013304;Arg1
ENSRNOG00000016677;Csnk1g3
ENSRNOG00000000456;Psmb8
ENSRNOG00000037206;Ccdc77
ENSRNOG00000008516;AABR07049516.1
ENSRNOG00000016525;Susd3
ENSRNOG00000009593;Dtwd1
ENSRNOG00000020444;Hcn3
ENSRNOG00000046863;C1ql2
ENSRNOG00000016483;Myo16
ENSRNOG00000016015;Dcp1a
ENSRNOG00000004950;Ubxn2a
ENSRNOG00000038789;Cenpl
ENSRNOG00000047895;Mettl1
ENSRNOG00000010771;Pkd1
ENSRNOG00000054331;Wdpcp
ENSRNOG00000001739;Meltf
ENSRNOG00000056659;Mecp2
ENSRNOG00000000561;Pald1
ENSRNOG00000006028;Tubgcp6
ENSRNOG00000018143;Hpdl
ENSRNOG00000008144;Irf1
ENSRNOG00000004279;Adgra3
ENSRNOG00000009945;Pls1
ENSRNOG00000016855;B3galnt2
ENSRNOG00000003634;Zfp354a
ENSRNOG00000011595;Senp8
ENSRNOG00000051100;AABR07021547.1
ENSRNOG00000017414;Irf7
ENSRNOG00000022176;Gpr75
ENSRNOG00000007426;Tmem64
ENSRNOG00000022730;Zfp57
ENSRNOG00000036682;Pycr1
ENSRNOG00000048168;Gtpbp6
ENSRNOG00000014018;St8sia1
ENSRNOG00000001953;Bace2
ENSRNOG00000033076;Thnsl1
ENSRNOG00000011740;Kdelc1
ENSRNOG00000049076;Vwc2
ENSRNOG00000001432;Dtx2
ENSRNOG00000053699;AC096809.1
ENSRNOG00000038881;Hcls1
ENSRNOG00000013229;Mthfs
ENSRNOG00000051299;AC099453.2
ENSRNOG00000002899;Akap10
ENSRNOG00000016249;Cep85
ENSRNOG00000004162;Pfkfb2
ENSRNOG00000016256;Myo9b
ENSRNOG00000014970;Kif17
ENSRNOG00000047218;Clic5
ENSRNOG00000021268;Shld1
ENSRNOG00000052116;Atp11b
ENSRNOG00000012991;Adgra2
ENSRNOG00000014692;Mogat1
ENSRNOG00000050933;LOC100912564
ENSRNOG00000005673;Runx1t1
ENSRNOG00000009873;Ints6
ENSRNOG00000031448;Stpg1
ENSRNOG00000001169;Slc37a1
ENSRNOG00000010950;Cep41
ENSRNOG00000004165;Prkd1
ENSRNOG00000042283;Zfp267
ENSRNOG00000009506;Mre11a
ENSRNOG00000009870;Tmem88
ENSRNOG00000012726;Zbtb5
ENSRNOG00000018241;Ank1
ENSRNOG00000011470;Tsc1
ENSRNOG00000008960;Fgf22
ENSRNOG00000003075;Tmem39a
ENSRNOG00000047575;Dhx34
ENSRNOG00000011719;Ngb
ENSRNOG00000012264;Alkbh1
ENSRNOG00000015140;Trmt13
ENSRNOG00000018992;Dpysl3
ENSRNOG00000007905;Itga7
ENSRNOG00000047697;Ggt1
ENSRNOG00000053384;Bmp7
ENSRNOG00000013324;Cdh5
ENSRNOG00000004708;Aard
ENSRNOG00000028362;Unc80
ENSRNOG00000017382;Snx33
ENSRNOG00000056524;Abcd1
ENSRNOG00000049336;Lime1
ENSRNOG00000042213;Zscan25
ENSRNOG00000020250;Pcgf6
ENSRNOG00000038140;Nsd2
ENSRNOG00000014288;Fn1
ENSRNOG00000014202;Snx20
ENSRNOG00000038044;Tsc22d2
ENSRNOG00000024543;Mfsd4b
ENSRNOG00000010234;Nsmaf
ENSRNOG00000014664;Virma
ENSRNOG00000001198;Fam222a
ENSRNOG00000048656;AABR07007853.1
ENSRNOG00000001375;Gal3st4
ENSRNOG00000002036;Paxbp1
ENSRNOG00000011827;LOC100360846
ENSRNOG00000012677;AABR07065598.1
ENSRNOG00000034134;Cpm
ENSRNOG00000003682;Hook2
ENSRNOG00000034007;Nr3c2
ENSRNOG00000001241;Iqce
ENSRNOG00000006420;Rbm38
ENSRNOG00000021101;Sema6c
ENSRNOG00000007582;Zswim4
ENSRNOG00000062133;AC128084.2
ENSRNOG00000046958;Abo
ENSRNOG00000000729;Tmlhe
ENSRNOG00000003243;Wdr81
ENSRNOG00000018906;Ghdc
ENSRNOG00000010291;Slc46a1
ENSRNOG00000015560;Emsy
ENSRNOG00000000288;Scarf2
ENSRNOG00000003908;Cep128
ENSRNOG00000007097;Gpatch3
ENSRNOG00000003062;AABR07039218.1
ENSRNOG00000023346;Cplane2
ENSRNOG00000018952;Sema3g
ENSRNOG00000008314;Orc3
ENSRNOG00000027791;AABR07015346.1
ENSRNOG00000013515;Ptpru
ENSRNOG00000014997;Igf2r
ENSRNOG00000021712;Rcbtb1
ENSRNOG00000010534;Ankrd50
ENSRNOG00000003069;Cd38
ENSRNOG00000042029;Efs
ENSRNOG00000033059;Galnt6
ENSRNOG00000018051;Farp2
ENSRNOG00000000299;Foxo3
ENSRNOG00000024207;Fgfrl1
ENSRNOG00000023587;Dhtkd1
ENSRNOG00000045918;Jarid2
ENSRNOG00000024456;Radil
ENSRNOG00000052405;Cdh4
ENSRNOG00000017220;Tcirg1
ENSRNOG00000032723;Efl1
ENSRNOG00000007214;Oma1
ENSRNOG00000016921;Klhl11
ENSRNOG00000020903;Lto1
ENSRNOG00000061995;Grtp1
ENSRNOG00000000439;Ager
ENSRNOG00000047606;Bcl2a1
ENSRNOG00000015255;Haus3
ENSRNOG00000010254;Htr1a
ENSRNOG00000052713;AABR07024498.1
ENSRNOG00000020087;Zfp90
ENSRNOG00000014076;Mbnl1
ENSRNOG00000004013;Grip1
ENSRNOG00000007432;Polr3b
ENSRNOG00000060348;Zdhhc23
ENSRNOG00000020811;Il6r
ENSRNOG00000004641;Sstr4
ENSRNOG00000025052;Stard5
ENSRNOG00000023013;March3
ENSRNOG00000030807;LOC100912427
ENSRNOG00000013867;Fgf1
ENSRNOG00000007408;Ebf4
ENSRNOG00000008133;Mfng
ENSRNOG00000018740;Ugt1a3
ENSRNOG00000004719;Pp2d1
ENSRNOG00000003018;Olfml2b
ENSRNOG00000049503;LOC689479
ENSRNOG00000055012;LOC108348078
ENSRNOG00000051621;Catsperz
ENSRNOG00000026328;Gpr137c
ENSRNOG00000024904;Pla2g4e
ENSRNOG00000027606;Neurl1b
ENSRNOG00000012865;Parp3
ENSRNOG00000023100;Tctex1d1
ENSRNOG00000056553;Rdh12
ENSRNOG00000027017;Rnasel
ENSRNOG00000001519;Dlx2
ENSRNOG00000046309;LOC102553138
ENSRNOG00000018621;Leng9
ENSRNOG00000013250;Pdcd5
ENSRNOG00000033556;Spen
ENSRNOG00000010104;Pofut1
ENSRNOG00000060542;Mid2
ENSRNOG00000023778;Gcnt2
ENSRNOG00000058444;LOC100912564
ENSRNOG00000014290;Grm1
ENSRNOG00000019017;Gstm6
ENSRNOG00000010183;Gask1b
ENSRNOG00000005749;Foxred2
ENSRNOG00000022870;Smad5
ENSRNOG00000003883;LOC317456
ENSRNOG00000017462;Spata5
ENSRNOG00000028100;Pex11g
ENSRNOG00000023386;LOC103690018
ENSRNOG00000057666;AC120486.8
ENSRNOG00000022141;Ctdspl2
ENSRNOG00000000073;Tmed5
ENSRNOG00000034191;Fmo1
ENSRNOG00000059492;LOC100365363
ENSRNOG00000014482;Slf2
ENSRNOG00000012733;Ankrd12
ENSRNOG00000012952;Lrig1
ENSRNOG00000009902;Lrrc46
ENSRNOG00000016443;Vps13d
ENSRNOG00000059243;AABR07051787.1
ENSRNOG00000000166;Apex2
ENSRNOG00000024213;Golim4
ENSRNOG00000009891;Pcf11
ENSRNOG00000029115;AABR07057190.1
ENSRNOG00000053270;AABR07053741.1
ENSRNOG00000023541;Ahctf1
ENSRNOG00000024312;Xkr8
ENSRNOG00000024019;Ccdc6
ENSRNOG00000008187;Ubash3b
ENSRNOG00000061526;Rsph6a
ENSRNOG00000003134;Slc4a4
ENSRNOG00000008720;LOC103692173
ENSRNOG00000011476;Nars2
ENSRNOG00000049244;Sepsecs
ENSRNOG00000001402;Lrch4
ENSRNOG00000059428;AABR07050484.1
ENSRNOG00000023023;Trpt1
ENSRNOG00000014450;Shprh
ENSRNOG00000003559;Ccdc112
ENSRNOG00000018141;RGD1307443
ENSRNOG00000021095;Fxyd3
ENSRNOG00000005907;Rad18
ENSRNOG00000012386;Zbtb38
ENSRNOG00000046428;Lrrc75b
ENSRNOG00000005074;Arl6ip6
ENSRNOG00000058724;Thap6
ENSRNOG00000012270;Med26
ENSRNOG00000011625;Tnks
