ensembl_gene_id;gene_symbol
ENSRNOG00000025528;Efr3a
ENSRNOG00000024492;Ap1ar
ENSRNOG00000017822;Oga
ENSRNOG00000003779;Dedd
ENSRNOG00000048986;D430019H16Rik
ENSRNOG00000058662;Ano8
ENSRNOG00000038909;Pou3f3
ENSRNOG00000020056;Retreg3
ENSRNOG00000017404;Pcmtd2
ENSRNOG00000042607;Rhof
ENSRNOG00000017913;Atg16l1
ENSRNOG00000003005;Rasgef1c
ENSRNOG00000001797;Umps
ENSRNOG00000022540;Trex1
ENSRNOG00000039658;G4
ENSRNOG00000021156;Vegfb
ENSRNOG00000060817;Stam
ENSRNOG00000014340;Pdcd7
ENSRNOG00000018860;Mtg1
ENSRNOG00000016875;Cbx7
ENSRNOG00000004494;Lta4h
ENSRNOG00000021886;B4galt7
ENSRNOG00000010153;Raf1
ENSRNOG00000020590;Adam15
ENSRNOG00000004282;Arl4a
ENSRNOG00000013391;Sorbs2
ENSRNOG00000017955;Nudt8
ENSRNOG00000028856;Pknox2
ENSRNOG00000000981;Scarb1
ENSRNOG00000017960;Deaf1
ENSRNOG00000015756;AABR07053687.1
ENSRNOG00000052275;H2afv
ENSRNOG00000011054;Laptm5
ENSRNOG00000057056;AABR07015729.1
ENSRNOG00000017723;Cept1
ENSRNOG00000015290;Tpi1
ENSRNOG00000021092;Scnm1
ENSRNOG00000052319;AABR07004881.1
ENSRNOG00000004783;Fam171b
ENSRNOG00000058386;Golt1b
ENSRNOG00000060988;Kcnc4
ENSRNOG00000053615;Mrpl50
ENSRNOG00000050848;Dtx1
ENSRNOG00000015401;Mapk4
ENSRNOG00000032942;Neu1
ENSRNOG00000016942;Wdr48
ENSRNOG00000021390;Meis3
ENSRNOG00000006976;Med6
ENSRNOG00000003149;Farsa
ENSRNOG00000022421;Crtc1
ENSRNOG00000045665;Amigo1
ENSRNOG00000015939;Ccdc25
ENSRNOG00000000991;Arpc1b
ENSRNOG00000018824;Slc7a5
ENSRNOG00000014323;Extl2
ENSRNOG00000046330;AABR07029581.1
ENSRNOG00000018582;Exosc6
ENSRNOG00000029670;RGD1564606
ENSRNOG00000012240;Supt6h
ENSRNOG00000008939;Nxph1
ENSRNOG00000046000;Clasrp
ENSRNOG00000017342;Zdhhc7
ENSRNOG00000003031;Atp2b4
ENSRNOG00000005342;Rassf5
ENSRNOG00000019930;Rhot2
ENSRNOG00000008523;Faf1
ENSRNOG00000004829;Immp1l
ENSRNOG00000012681;Lgals9
ENSRNOG00000016528;Ppp1r21
ENSRNOG00000058733;Asap1
ENSRNOG00000000925;Psph
ENSRNOG00000024641;LOC100910838
ENSRNOG00000011366;Pigs
ENSRNOG00000051151;Gmps
ENSRNOG00000019295;Rab12
ENSRNOG00000009176;Mkrn2
ENSRNOG00000024930;Smim19
ENSRNOG00000012514;Abhd17b
ENSRNOG00000055371;Sptbn4
ENSRNOG00000001227;Adarb1
ENSRNOG00000002516;Mtm1
ENSRNOG00000038761;Hacd2
ENSRNOG00000008570;Cadps
ENSRNOG00000016686;Tmem167a
ENSRNOG00000060019;LOC103692984
ENSRNOG00000023589;Gpr107
ENSRNOG00000013451;Drosha
ENSRNOG00000010673;Eral1
ENSRNOG00000014969;Lzts2
ENSRNOG00000026985;Phldb1
ENSRNOG00000058003;Spon1
ENSRNOG00000004180;Fam19a2
ENSRNOG00000036664;Narf
ENSRNOG00000019306;Syt12
ENSRNOG00000001465;Ids
ENSRNOG00000022741;Ilf3
ENSRNOG00000011617;Dguok
ENSRNOG00000012227;Stambp
ENSRNOG00000007892;Tram1
ENSRNOG00000018426;Apoc1
ENSRNOG00000019000;Limk2
ENSRNOG00000009716;Casc3
ENSRNOG00000015145;Ppp6c
ENSRNOG00000027628;Elp5
ENSRNOG00000020063;Nfkbib
ENSRNOG00000008781;Erg28
ENSRNOG00000053450;Myadm
ENSRNOG00000007916;Ptk2
ENSRNOG00000028685;Shf
ENSRNOG00000018092;Cd83
ENSRNOG00000022657;Tmem97
ENSRNOG00000054863;Usp4
ENSRNOG00000014629;Lmo1
ENSRNOG00000011573;Csad
ENSRNOG00000048708;Exosc1
ENSRNOG00000024125;Slain1
ENSRNOG00000003822;Slu7
ENSRNOG00000001156;Msi1
ENSRNOG00000027459;Zbtb45
ENSRNOG00000005333;Azin1
ENSRNOG00000010309;Nfyb
ENSRNOG00000012927;Rrp9
ENSRNOG00000031778;Mef2d
ENSRNOG00000011989;Vat1l
ENSRNOG00000042160;LOC108349010
ENSRNOG00000017849;Apbb3
ENSRNOG00000000123;Rnf19b
ENSRNOG00000012098;Adcyap1r1
ENSRNOG00000038686;Ap1s2
ENSRNOG00000011475;Srcin1
ENSRNOG00000016360;Gps2
ENSRNOG00000004461;NEWGENE_6497122
ENSRNOG00000042321;AABR07052588.1
ENSRNOG00000012360;Gtf2h1
ENSRNOG00000050910;LOC688583
ENSRNOG00000009835;Tram1l1
ENSRNOG00000017373;Rhobtb2
ENSRNOG00000019918;Coasy
ENSRNOG00000017729;Psmg2
ENSRNOG00000037508;Hscb
ENSRNOG00000008015;Fos
ENSRNOG00000018326;Pgls
ENSRNOG00000017556;Chrm4
ENSRNOG00000027990;Crip1
ENSRNOG00000021660;Nprl2
ENSRNOG00000006001;Luc7l2
ENSRNOG00000052307;Spats2
ENSRNOG00000002944;RGD1304587
ENSRNOG00000011195;Prkra
ENSRNOG00000005180;Vstm2a
ENSRNOG00000013111;Mettl3
ENSRNOG00000050701;AABR07007385.1
ENSRNOG00000017828;Egr3
ENSRNOG00000013288;Xpo7
ENSRNOG00000020134;Upf1
ENSRNOG00000021410;Negr1
ENSRNOG00000010116;Leo1
ENSRNOG00000051960;Dnajc12
ENSRNOG00000060130;Ypel4
ENSRNOG00000000967;Aacs
ENSRNOG00000018502;Mon1a
ENSRNOG00000003767;Rps6kc1
ENSRNOG00000005049;Tbr1
ENSRNOG00000001091;Hip1r
ENSRNOG00000008642;Snx11
ENSRNOG00000015869;Pccb
ENSRNOG00000010728;Stradb
ENSRNOG00000014762;Ppie
ENSRNOG00000002705;Vps4b
ENSRNOG00000052539;Prpf40b
ENSRNOG00000018387;Wdr7
ENSRNOG00000045580;AC125982.1
ENSRNOG00000000258;Prmt7
ENSRNOG00000025418;Armc9
ENSRNOG00000031721;Dnajc30
ENSRNOG00000030091;Dusp14
ENSRNOG00000006400;Tbc1d14
ENSRNOG00000034084;Ggct
ENSRNOG00000020021;Brsk2
ENSRNOG00000019464;Ttc9c
ENSRNOG00000013510;Tmem60
ENSRNOG00000004685;Mta3
ENSRNOG00000030408;Dnajb12
ENSRNOG00000000312;Fig4
ENSRNOG00000005151;Dync2li1
ENSRNOG00000013594;Acp2
ENSRNOG00000048169;Tuba8
ENSRNOG00000020201;Yif1a
ENSRNOG00000014689;Zbtb4
ENSRNOG00000011111;Cipc
ENSRNOG00000047517;Oxld1
ENSRNOG00000018778;Cadm1
ENSRNOG00000001524;Hat1
ENSRNOG00000042320;Slc41a1
ENSRNOG00000006335;Klhl9
ENSRNOG00000012947;Metap1
ENSRNOG00000003123;Rpa1
ENSRNOG00000020032;Impdh1
ENSRNOG00000014205;Klf2
ENSRNOG00000019222;Tfdp1
ENSRNOG00000036917;Amn1
ENSRNOG00000019165;Mrpl51
ENSRNOG00000031203;Scfd1
ENSRNOG00000059900;Bst2
ENSRNOG00000056150;Purb
ENSRNOG00000047067;LOC100363537
ENSRNOG00000020488;Luc7l
ENSRNOG00000008064;Naga
ENSRNOG00000013642;Lrrc41
ENSRNOG00000004083;Zc3h14
ENSRNOG00000010230;Fam45a
ENSRNOG00000008345;Clcn6
ENSRNOG00000020086;Aar2
ENSRNOG00000045885;LOC100365810
ENSRNOG00000003237;Tp53bp2
ENSRNOG00000000327;Hace1
ENSRNOG00000020020;Wbp1l
ENSRNOG00000016122;Hmgcr
ENSRNOG00000002358;Scpep1
ENSRNOG00000002045;Anxa3
ENSRNOG00000025890;Opa3
ENSRNOG00000003707;Zmym3
ENSRNOG00000051816;Tigar
ENSRNOG00000015983;Maip1
ENSRNOG00000000511;Srpk1
ENSRNOG00000057470;Pla2g12a
ENSRNOG00000022772;Prickle1
ENSRNOG00000043006;Epm2aip1
ENSRNOG00000005298;Zfp513
ENSRNOG00000022323;Tcea1
ENSRNOG00000004032;Tmem94
ENSRNOG00000033912;Fcho1
ENSRNOG00000010258;Vhl
ENSRNOG00000039551;Rdh14
ENSRNOG00000021773;Bop1
ENSRNOG00000018639;Zfand2b
ENSRNOG00000048733;Nup62
ENSRNOG00000003470;Fundc1
ENSRNOG00000003264;Nat9
ENSRNOG00000017962;Serpinb6a
ENSRNOG00000015936;LOC108349548
ENSRNOG00000011747;Tmem205
ENSRNOG00000009069;Tnfaip1
ENSRNOG00000019180;Acsl4
ENSRNOG00000043201;Coq8a
ENSRNOG00000018812;Rpp25
ENSRNOG00000004581;Zdhhc9
ENSRNOG00000024786;Asb6
ENSRNOG00000059334;Fbxl3
ENSRNOG00000006617;AABR07060487.1
ENSRNOG00000009381;Mapk6
ENSRNOG00000037567;RGD1309730
ENSRNOG00000000566;Pcbd1
ENSRNOG00000002089;Ccng2
ENSRNOG00000005934;Mlip
ENSRNOG00000016067;Ckap5
ENSRNOG00000002595;Dpp10
ENSRNOG00000022455;Cptp
ENSRNOG00000012004;Ubap1
ENSRNOG00000054581;Tmem101
ENSRNOG00000020608;Ppan
ENSRNOG00000007692;Ift52
ENSRNOG00000025157;AABR07008904.1
ENSRNOG00000021579;Mpp6
ENSRNOG00000059919;Mtg2
ENSRNOG00000017045;Zdhhc1
ENSRNOG00000019018;Plat
ENSRNOG00000000708;Sgsm1
ENSRNOG00000001842;Mrps35
ENSRNOG00000009639;Zrsr1
ENSRNOG00000014928;Apba1
ENSRNOG00000019325;Rnf185
ENSRNOG00000009993;Dcps
ENSRNOG00000037146;Ctxn2
ENSRNOG00000016497;Bloc1s5
ENSRNOG00000020893;Snx27
ENSRNOG00000018159;Anxa4
ENSRNOG00000017941;Optn
ENSRNOG00000019598;Vegfa
ENSRNOG00000056009;Rab11fip5
ENSRNOG00000018168;Klc4
ENSRNOG00000021379;Txnl4b
ENSRNOG00000017635;Inpp5a
ENSRNOG00000002529;Rap2c
ENSRNOG00000006050;Med19
ENSRNOG00000007649;Dnm2
ENSRNOG00000050224;Stambpl1
ENSRNOG00000009397;Kbtbd4
ENSRNOG00000045840;Hist1h4b
ENSRNOG00000020336;Ezh1
ENSRNOG00000018205;Ttl
ENSRNOG00000015503;AABR07004100.1
ENSRNOG00000005218;Sf3a1
ENSRNOG00000052391;Sh3bp5
ENSRNOG00000018859;Pik3ip1
ENSRNOG00000048718;Ccdc71
ENSRNOG00000009370;Tbkbp1
ENSRNOG00000040201;Atp6ap1l
ENSRNOG00000012204;LOC100294508
ENSRNOG00000046533;AABR07043421.1
ENSRNOG00000007859;Cep83
ENSRNOG00000031816;Nckipsd
ENSRNOG00000010993;Dpm1
ENSRNOG00000037607;Rplp2
ENSRNOG00000015150;Spg7
ENSRNOG00000055340;Ski
ENSRNOG00000020481;Pafah1b3
ENSRNOG00000002807;Sept9
ENSRNOG00000001158;Abcg1
ENSRNOG00000000104;Thoc3
ENSRNOG00000053288;Ank3
ENSRNOG00000002199;Tmem165
ENSRNOG00000036663;Foxk2
ENSRNOG00000024066;Fundc2
ENSRNOG00000055277;LOC100362333
ENSRNOG00000002615;Pmm2
ENSRNOG00000005923;Mtmr2
ENSRNOG00000029280;Gpaa1
ENSRNOG00000021240;Atrn
ENSRNOG00000014431;AABR07000222.1
ENSRNOG00000005406;Clint1
ENSRNOG00000055079;Ndufaf2
ENSRNOG00000017155;Nck2
ENSRNOG00000000569;Vsir
ENSRNOG00000042667;AABR07049574.1
ENSRNOG00000037352;RGD1562747
ENSRNOG00000008364;Cat
ENSRNOG00000015187;Acot8
ENSRNOG00000005982;C1d
ENSRNOG00000058308;Asic2
ENSRNOG00000033378;Rnf123
ENSRNOG00000003515;Ephx1
ENSRNOG00000022245;Msantd4
ENSRNOG00000010868;Rims4
ENSRNOG00000014178;Acad9
ENSRNOG00000001859;Sdf2l1
ENSRNOG00000058561;Srrm2
ENSRNOG00000004077;Kcnc2
ENSRNOG00000014422;Gtf2e2
ENSRNOG00000056017;Bcl7a
ENSRNOG00000051669;AABR07040855.1
ENSRNOG00000021758;Tnpo3
ENSRNOG00000011603;Cab39l
ENSRNOG00000015736;Dhrs3
ENSRNOG00000055466;Derl2
ENSRNOG00000005850;Gdap1
ENSRNOG00000014675;Pi4k2a
ENSRNOG00000004807;Arf2
ENSRNOG00000017605;Gmds
ENSRNOG00000008944;Ext2
ENSRNOG00000057628;Slc5a6
ENSRNOG00000054063;Naa80
ENSRNOG00000018325;Cnppd1
ENSRNOG00000058805;Aida
ENSRNOG00000018662;Amacr
ENSRNOG00000014135;Rab11fip4
ENSRNOG00000019492;Pomgnt2
ENSRNOG00000051238;Mphosph8
ENSRNOG00000009667;Mlst8
ENSRNOG00000005348;Pamr1
ENSRNOG00000047080;Gng4
ENSRNOG00000008451;Fut8
ENSRNOG00000001161;Gatc
ENSRNOG00000004304;Syap1
ENSRNOG00000043381;Cyth1
ENSRNOG00000021003;Sac3d1
ENSRNOG00000011340;Ankrd13c
ENSRNOG00000028640;Siva1
ENSRNOG00000003786;Tspan6
ENSRNOG00000001736;Bdh1
ENSRNOG00000009983;Lrrc42
ENSRNOG00000057228;Ccdc92b
ENSRNOG00000009451;Prpf38a
ENSRNOG00000037162;Slbp
ENSRNOG00000009245;Exosc2
ENSRNOG00000006228;Pdia4
ENSRNOG00000015236;Mybbp1a
ENSRNOG00000016722;Xpo6
ENSRNOG00000003302;Flcn
ENSRNOG00000022372;Kdm1a
ENSRNOG00000008557;Abcb8
ENSRNOG00000028594;Ifnar1
ENSRNOG00000043197;LOC688613
ENSRNOG00000050180;Zfpl1
ENSRNOG00000019272;Gkap1
ENSRNOG00000006867;Etv1
ENSRNOG00000006327;Rcc2
ENSRNOG00000023546;Hspb1
ENSRNOG00000030328;Fam98a
ENSRNOG00000007752;Zmynd19
ENSRNOG00000003120;Prelp
ENSRNOG00000010219;Ralgds
ENSRNOG00000012549;Hs2st1
ENSRNOG00000020463;Eif1ad
ENSRNOG00000017884;AABR07006160.1
ENSRNOG00000013911;Nagk
ENSRNOG00000013286;Pdcl3
ENSRNOG00000003186;Anks3
ENSRNOG00000004281;Cobl
ENSRNOG00000020217;Pagr1
ENSRNOG00000022507;Twf1
ENSRNOG00000030654;Man2c1
ENSRNOG00000058571;AABR07024542.1
ENSRNOG00000009345;Ugt8
ENSRNOG00000017012;Coq7
ENSRNOG00000004437;Map2k6
ENSRNOG00000050220;Nrxn1
ENSRNOG00000007710;Usp20
ENSRNOG00000009893;Uxt
ENSRNOG00000017583;Mapkap1
ENSRNOG00000017836;Rrp36
ENSRNOG00000047867;Klhdc8b
ENSRNOG00000058248;AABR07064111.1
ENSRNOG00000018408;RGD1307554
ENSRNOG00000015375;Lsm1
ENSRNOG00000059386;Nudt19
ENSRNOG00000000968;Rnf6
ENSRNOG00000020416;Zfr2
ENSRNOG00000009143;Lrrc57
ENSRNOG00000013443;Tm9sf3
ENSRNOG00000010186;Cdv3
ENSRNOG00000008316;Vps39
ENSRNOG00000048109;LOC100365839
ENSRNOG00000036662;Wdr45b
ENSRNOG00000019388;Egfl7
ENSRNOG00000029995;Herpud2
ENSRNOG00000001355;Taf6
ENSRNOG00000012364;Prickle2
ENSRNOG00000019356;Lrfn4
ENSRNOG00000014087;Kifc3
ENSRNOG00000003084;Parp1
ENSRNOG00000021099;Lysmd1
ENSRNOG00000002214;Klhl8
ENSRNOG00000047261;AABR07031445.1
ENSRNOG00000031222;RGD1561327
ENSRNOG00000060561;Gdpd1
ENSRNOG00000014456;Coq10b
ENSRNOG00000015143;Siah1
ENSRNOG00000025792;Crk
ENSRNOG00000032908;Acaa1a
ENSRNOG00000017872;AABR07006089.1
ENSRNOG00000007390;Nfkbia
ENSRNOG00000032232;Snrpg
ENSRNOG00000015292;Cul2
ENSRNOG00000003397;Adprm
ENSRNOG00000000513;Mapk14
ENSRNOG00000018232;Srf
ENSRNOG00000017536;Cdc16
ENSRNOG00000005183;Rtf1
ENSRNOG00000015153;Ints3
ENSRNOG00000001228;Pofut2
ENSRNOG00000019869;Lrfn1
ENSRNOG00000042245;Dcaf7
ENSRNOG00000017493;Pias2
ENSRNOG00000005018;Scn2a
ENSRNOG00000015036;Ccn2
ENSRNOG00000015212;Hspa14
ENSRNOG00000046333;AABR07007032.1
ENSRNOG00000018849;Tcerg1
ENSRNOG00000045524;Slc39a3
ENSRNOG00000023077;Cpne9
ENSRNOG00000020269;Sugp2
ENSRNOG00000007673;Ppig
ENSRNOG00000051711;Kpna1
ENSRNOG00000061128;Pelo
ENSRNOG00000010897;Nek6
ENSRNOG00000004159;Flii
ENSRNOG00000000985;Cpsf4
ENSRNOG00000002144;Exoc1
ENSRNOG00000020497;Plekha1
ENSRNOG00000020088;Klhl26
ENSRNOG00000020144;RGD1310127
ENSRNOG00000036693;Slc25a10
ENSRNOG00000057683;AABR07027212.1
ENSRNOG00000004027;Aldh9a1
ENSRNOG00000014727;Fahd1
ENSRNOG00000017466;Kif5b
ENSRNOG00000012123;Fdx1
ENSRNOG00000049442;AABR07026317.1
ENSRNOG00000052096;Cox11
ENSRNOG00000008629;Secisbp2l
ENSRNOG00000021113;Uba2
ENSRNOG00000012349;Tlnrd1
ENSRNOG00000011859;Eif5a2
ENSRNOG00000025711;Spout1
ENSRNOG00000023605;Ncbp1
ENSRNOG00000008659;Arhgap21
ENSRNOG00000000662;Srrd
ENSRNOG00000022283;Lhfpl5
ENSRNOG00000016610;Arhgap1
ENSRNOG00000002434;Tmem100
ENSRNOG00000015523;RGD1308147
ENSRNOG00000020391;Nip7
ENSRNOG00000019240;Ampd2
ENSRNOG00000020385;Fads3
ENSRNOG00000009474;Ddx42
ENSRNOG00000004322;Sh3kbp1
ENSRNOG00000004843;Pole3
ENSRNOG00000033101;Myo18a
ENSRNOG00000003545;Uchl5
ENSRNOG00000018841;Sox8
ENSRNOG00000033316;Foxo4
ENSRNOG00000017427;LOC100909840
ENSRNOG00000001738;Eif4g1
ENSRNOG00000008711;Med24
ENSRNOG00000020164;Ifitm10
ENSRNOG00000019649;Cul4a
ENSRNOG00000010595;Rbm45
ENSRNOG00000001441;Tmem120a
ENSRNOG00000006302;Gclc
ENSRNOG00000024605;Fam220a
ENSRNOG00000020161;Zbtb7a
ENSRNOG00000010799;Noct
ENSRNOG00000019490;Slc20a2
ENSRNOG00000006394;Tbc1d10a
ENSRNOG00000000219;Ano10
ENSRNOG00000003769;Tmem163
ENSRNOG00000017690;Ccsap
ENSRNOG00000003239;Cant1
ENSRNOG00000010938;Slc7a10
ENSRNOG00000005149;Sacm1l
ENSRNOG00000006844;Dnajc14
ENSRNOG00000050318;Fsd1
ENSRNOG00000012701;Map7
ENSRNOG00000001911;Map6d1
ENSRNOG00000005762;Rab22a
ENSRNOG00000001555;Btg3
ENSRNOG00000043105;Lyrm2
ENSRNOG00000020847;Elp6
ENSRNOG00000050748;Dpp9
ENSRNOG00000017195;Ctr9
ENSRNOG00000008297;Oser1
ENSRNOG00000014615;Grk6
ENSRNOG00000029061;Hirip3
ENSRNOG00000055484;AABR07033465.1
ENSRNOG00000021355;Car6
ENSRNOG00000027761;Htatsf1
ENSRNOG00000016547;Rgs19
ENSRNOG00000009766;Gpr180
ENSRNOG00000012297;March8
ENSRNOG00000020392;Stxbp3
ENSRNOG00000014516;Hs6st1
ENSRNOG00000001083;Kdelr2
ENSRNOG00000009756;Pacsin2
ENSRNOG00000019913;Mta2
ENSRNOG00000054344;Ier2
ENSRNOG00000028323;Dhrsx
ENSRNOG00000018417;Naa35
ENSRNOG00000016897;Rlbp1
ENSRNOG00000025155;Lmtk2
ENSRNOG00000013213;Epha4
ENSRNOG00000018718;Rpp30
ENSRNOG00000038375;AABR07026311.1
ENSRNOG00000000576;Anapc16
ENSRNOG00000022043;Yipf2
ENSRNOG00000021380;Fads6
ENSRNOG00000014797;Tmbim1
ENSRNOG00000049269;RGD1563294
ENSRNOG00000008088;Btbd3
ENSRNOG00000048487;Slc12a9
ENSRNOG00000001439;Srrm3
ENSRNOG00000051490;Plcg1
ENSRNOG00000060723;AABR07071244.1
ENSRNOG00000049531;Usp19
ENSRNOG00000001877;Med15
ENSRNOG00000014744;Pacs2
ENSRNOG00000015708;E2f4
ENSRNOG00000012659;Vamp5
ENSRNOG00000047493;Slco1a4
ENSRNOG00000022066;Fam117b
ENSRNOG00000016936;Nadk
ENSRNOG00000019212;Tpp1
ENSRNOG00000008292;Hif1a
ENSRNOG00000018481;Zpr1
ENSRNOG00000007410;Dab1
ENSRNOG00000018416;Ttbk1
ENSRNOG00000010882;Sptlc1
ENSRNOG00000047905;Dus1l
ENSRNOG00000020438;Prpf38b
ENSRNOG00000005841;Erp44
ENSRNOG00000013930;Rnf4
ENSRNOG00000002520;Litaf
ENSRNOG00000039902;Lbh
ENSRNOG00000027455;RGD1564804
ENSRNOG00000009156;Tra2a
ENSRNOG00000011057;Mfn1
ENSRNOG00000018829;RGD1308134
ENSRNOG00000007006;Slc3a1
ENSRNOG00000003984;Apln
ENSRNOG00000030157;Dhx16
ENSRNOG00000028501;Zc3h18
ENSRNOG00000012157;Snrnp200
ENSRNOG00000002627;Kctd3
ENSRNOG00000037967;Thap7
ENSRNOG00000007874;Tamm41
ENSRNOG00000000699;Selplg
ENSRNOG00000048277;AABR07035787.1
ENSRNOG00000008421;Klhl5
ENSRNOG00000003332;Nt5m
ENSRNOG00000017916;Rexo1
ENSRNOG00000009183;Szrd1
ENSRNOG00000028557;Hibch
ENSRNOG00000019553;Ipo4
ENSRNOG00000008741;Camsap2
ENSRNOG00000017824;Ncoa5
ENSRNOG00000056954;Inpp5k
ENSRNOG00000026171;Bbs4
ENSRNOG00000018053;Fech
ENSRNOG00000038085;Rpe
ENSRNOG00000017468;Trappc6a
ENSRNOG00000019138;Clec11a
ENSRNOG00000007968;RGD1305350
ENSRNOG00000014915;Gsr
ENSRNOG00000013236;Samd8
ENSRNOG00000016364;Gba2
ENSRNOG00000023458;Dcaf12l1
ENSRNOG00000050052;Cox19
ENSRNOG00000017990;Ubap2l
ENSRNOG00000010169;Atpaf1
ENSRNOG00000030771;Dgkb
ENSRNOG00000022523;Fkbp5
ENSRNOG00000020058;Celsr2
ENSRNOG00000012073;Abhd14b
ENSRNOG00000023035;Smim8
ENSRNOG00000001847;Ccdc91
ENSRNOG00000009484;Ptcd3
ENSRNOG00000005271;Rapgef5
ENSRNOG00000012853;Tk2
ENSRNOG00000000044;Tmem175
ENSRNOG00000015895;B4galt6
ENSRNOG00000002545;RGD1309748
ENSRNOG00000004059;Ptrhd1
ENSRNOG00000004131;Pkn1
ENSRNOG00000060329;Emb
ENSRNOG00000019955;Ogdhl
ENSRNOG00000017254;Nsun2
ENSRNOG00000012302;Gucy1a1
ENSRNOG00000019843;St3gal3
ENSRNOG00000012357;Unc45a
ENSRNOG00000058555;RF00100
ENSRNOG00000007514;Sox12
ENSRNOG00000025296;Lrrc8a
ENSRNOG00000004810;Plcb1
ENSRNOG00000039214;RGD1305455
ENSRNOG00000025644;LOC499331
ENSRNOG00000011015;Hivep2
ENSRNOG00000019245;Sgf29
ENSRNOG00000021032;Sphk2
ENSRNOG00000006019;G0s2
ENSRNOG00000008637;Strada
ENSRNOG00000012953;Arsa
ENSRNOG00000002956;Stim2
ENSRNOG00000030721;Fbrsl1
ENSRNOG00000003869;Sod3
ENSRNOG00000038347;Usp21
ENSRNOG00000016207;Galnt1
ENSRNOG00000014614;Cxxc1
ENSRNOG00000030840;Cadm2
ENSRNOG00000004553;Cox20
ENSRNOG00000021745;Bhlhe22
ENSRNOG00000024954;Mgat5b
ENSRNOG00000049121;Bysl
ENSRNOG00000033217;Esam
ENSRNOG00000006470;Camk1g
ENSRNOG00000006412;Zhx1
ENSRNOG00000045961;Lyrm7
ENSRNOG00000055605;AABR07052500.1
ENSRNOG00000018118;Atad3a
ENSRNOG00000014029;Klhl13
ENSRNOG00000009549;Fbxo3
ENSRNOG00000050547;Syngr2
ENSRNOG00000021057;Osbp
ENSRNOG00000020029;Mcrip2
ENSRNOG00000020216;Gmpr2
ENSRNOG00000004093;Rhot1
ENSRNOG00000020230;Pias4
ENSRNOG00000017679;Cckbr
ENSRNOG00000012929;Wsb1
ENSRNOG00000019154;Zmynd8
ENSRNOG00000020044;Mob2
ENSRNOG00000009980;Plpp1
ENSRNOG00000019416;Zfp61
ENSRNOG00000030568;Rgs12
ENSRNOG00000013781;Kcnq5
ENSRNOG00000004089;Enpp2
ENSRNOG00000021062;Fxyd5
ENSRNOG00000000866;Rbmx
ENSRNOG00000000988;Xab2
ENSRNOG00000008725;Slc37a3
ENSRNOG00000026978;Oscp1
ENSRNOG00000008748;Pex2
ENSRNOG00000005519;Grm3
ENSRNOG00000019235;Rbm22
ENSRNOG00000016177;Scara3
ENSRNOG00000018650;Ap3m2
ENSRNOG00000021614;Kmt2e
ENSRNOG00000028623;Agpat5
ENSRNOG00000040040;Ndufaf6
ENSRNOG00000007636;Cadps2
ENSRNOG00000008081;Ddx27
ENSRNOG00000045670;Tnfsf12
ENSRNOG00000006941;Thumpd3
ENSRNOG00000011830;Plekha3
ENSRNOG00000016509;Usp10
ENSRNOG00000021682;Dcakd
ENSRNOG00000016206;Uvrag
ENSRNOG00000031560;AABR07030162.1
ENSRNOG00000024040;Mb21d2
ENSRNOG00000004280;Tcn2
ENSRNOG00000017871;Sidt2
ENSRNOG00000019946;Gmppa
ENSRNOG00000018397;Dnph1
ENSRNOG00000042309;Kiaa0408L
ENSRNOG00000007597;Rhpn1
ENSRNOG00000058006;Sncg
ENSRNOG00000008100;Rgs20
ENSRNOG00000057116;LOC100911356
ENSRNOG00000060137;AABR07037489.1
ENSRNOG00000003496;Tbc1d9
ENSRNOG00000004936;Sdc2
ENSRNOG00000009920;LOC680121
ENSRNOG00000017021;Galnt18
ENSRNOG00000001304;Bcr
ENSRNOG00000025181;Pigu
ENSRNOG00000050514;LOC684509
ENSRNOG00000003723;Wdr26
ENSRNOG00000010461;Gpx8
ENSRNOG00000012795;Cables1
ENSRNOG00000006244;Lztfl1
ENSRNOG00000031995;Smim15
ENSRNOG00000052418;Cpsf3
ENSRNOG00000006419;Aven
ENSRNOG00000048719;Dtnbp1
ENSRNOG00000000634;Cabcoco1
ENSRNOG00000011614;Tmcc1
ENSRNOG00000003042;Eef1aknmt
ENSRNOG00000002653;Kcnk2
ENSRNOG00000004888;Spred2
ENSRNOG00000020938;Ppp1r15a
ENSRNOG00000014702;Elovl2
ENSRNOG00000011839;Mrps31
ENSRNOG00000005908;Dmtf1
ENSRNOG00000051051;Fam122a
ENSRNOG00000024751;H2afy2
ENSRNOG00000001786;Snx4
ENSRNOG00000018642;Leng8
ENSRNOG00000008106;Shmt2
ENSRNOG00000033915;Gpt
ENSRNOG00000011931;Smarca2
ENSRNOG00000007240;Rrs1
ENSRNOG00000021615;Mettl26
ENSRNOG00000017918;Iglon5
ENSRNOG00000031827;Arih2
ENSRNOG00000060312;LOC108348197
ENSRNOG00000017890;Crhbp
ENSRNOG00000046391;Fam177a1
ENSRNOG00000020384;Fam13b
ENSRNOG00000009652;Prkci
ENSRNOG00000013389;AABR07007916.1
ENSRNOG00000018338;Vwa1
ENSRNOG00000058790;Fam120b
ENSRNOG00000005530;Rps6kl1
ENSRNOG00000039249;AABR07035539.1
ENSRNOG00000021392;Noc2l
ENSRNOG00000012934;Arhgef7
ENSRNOG00000001129;Fbxo21
ENSRNOG00000008037;Tmed1
ENSRNOG00000019831;Samd4b
ENSRNOG00000037909;Ppm1f
